time(s);battery;obc;eps;communication;sdatf;slp;smdh
30479;2,4224966;ALERT;On;Receiver;Off;Off;Off
30480;2,4224966;ALERT;On;Receiver;Off;Off;Off
30481;2,4224966;ALERT;On;Receiver;Off;Off;Off
30482;2,4224966;ALERT;On;Receiver;Off;Off;Off
30483;2,4224966;ALERT;On;Receiver;Off;Off;Off
30484;2,4224966;ALERT;On;Receiver;Off;Off;Off
30485;2,4224966;ALERT;On;Receiver;Off;Off;Off
30486;2,4224966;ALERT;On;Receiver;Off;Off;Off
30487;2,4224966;ALERT;On;Receiver;Off;Off;Off
30488;2,4224966;ALERT;On;Receiver;Off;Off;Off
30489;2,4224966;ALERT;On;Receiver;Off;Off;Off
30490;2,4224966;ALERT;On;Receiver;Off;Off;Off
30491;2,4224966;ALERT;On;Receiver;Off;Off;Off
30492;2,4224966;ALERT;On;Receiver;Off;Off;Off
30493;2,4224966;ALERT;On;Receiver;Off;Off;Off
30494;2,4224966;ALERT;On;Receiver;Off;Off;Off
30495;2,4224966;ALERT;On;Receiver;Off;Off;Off
30496;2,4224966;ALERT;On;Receiver;Off;Off;Off
30497;2,4224966;ALERT;On;Receiver;Off;Off;Off
30498;2,4224966;ALERT;On;Receiver;Off;Off;Off
30499;2,4224966;ALERT;On;Receiver;Off;Off;Off
30500;2,4224966;ALERT;On;Receiver;Off;Off;Off
30501;2,4224966;ALERT;On;Receiver;Off;Off;Off
30502;2,4224966;ALERT;On;Receiver;Off;Off;Off
30503;2,4224966;ALERT;On;Receiver;Off;Off;Off
30504;2,4224966;ALERT;On;Receiver;Off;Off;Off
30505;2,4224966;ALERT;On;Receiver;Off;Off;Off
30506;2,4224966;ALERT;On;Receiver;Off;Off;Off
30507;2,4224966;ALERT;On;Receiver;Off;Off;Off
30508;2,4224966;ALERT;On;Receiver;Off;Off;Off
30509;2,4224966;ALERT;On;Receiver;Off;Off;Off
30510;2,4224966;ALERT;On;Receiver;Off;Off;Off
30511;2,4224966;ALERT;On;Receiver;Off;Off;Off
30512;2,4224966;ALERT;On;Receiver;Off;Off;Off
30513;2,4224966;ALERT;On;Receiver;Off;Off;Off
30514;2,4224966;ALERT;On;Receiver;Off;Off;Off
30515;2,4224966;ALERT;On;Receiver;Off;Off;Off
30516;2,4224966;ALERT;On;Receiver;Off;Off;Off
30517;2,4224966;ALERT;On;Receiver;Off;Off;Off
30518;2,4224966;ALERT;On;Receiver;Off;Off;Off
30519;2,4224966;ALERT;On;Receiver;Off;Off;Off
30520;2,4224966;ALERT;On;Receiver;Off;Off;Off
30521;2,4224966;ALERT;On;Receiver;Off;Off;Off
30522;2,4224966;ALERT;On;Receiver;Off;Off;Off
30523;2,4224966;ALERT;On;Receiver;Off;Off;Off
30524;2,4224966;ALERT;On;Receiver;Off;Off;Off
30525;2,4224966;ALERT;On;Receiver;Off;Off;Off
30526;2,4224966;ALERT;On;Receiver;Off;Off;Off
30527;2,4224966;ALERT;On;Receiver;Off;Off;Off
30528;2,4224966;ALERT;On;Receiver;Off;Off;Off
30529;2,4224966;ALERT;On;Receiver;Off;Off;Off
30530;2,4224966;ALERT;On;Receiver;Off;Off;Off
30531;2,4224966;ALERT;On;Receiver;Off;Off;Off
30532;2,4224966;ALERT;On;Receiver;Off;Off;Off
30533;2,4224966;ALERT;On;Receiver;Off;Off;Off
30534;2,4224966;ALERT;On;Receiver;Off;Off;Off
30535;2,4224966;ALERT;On;Receiver;Off;Off;Off
30536;2,4224966;ALERT;On;Receiver;Off;Off;Off
30537;2,4224966;ALERT;On;Receiver;Off;Off;Off
30538;2,4224966;ALERT;On;Receiver;Off;Off;Off
30539;2,4224966;ALERT;On;Receiver;Off;Off;Off
30540;2,4224966;ALERT;On;Receiver;Off;Off;Off
30541;2,4224966;ALERT;On;Receiver;Off;Off;Off
30542;2,4224966;ALERT;On;Receiver;Off;Off;Off
30543;2,4224966;ALERT;On;Receiver;Off;Off;Off
30544;2,4224966;ALERT;On;Receiver;Off;Off;Off
30545;2,4224966;ALERT;On;Receiver;Off;Off;Off
30546;2,4224966;ALERT;On;Receiver;Off;Off;Off
30547;2,4224966;ALERT;On;Receiver;Off;Off;Off
30548;2,4224966;ALERT;On;Receiver;Off;Off;Off
30549;2,4224966;ALERT;On;Receiver;Off;Off;Off
30550;2,4224966;ALERT;On;Receiver;Off;Off;Off
30551;2,4224966;ALERT;On;Receiver;Off;Off;Off
30552;2,4224966;ALERT;On;Receiver;Off;Off;Off
30553;2,4224966;ALERT;On;Receiver;Off;Off;Off
30554;2,4224966;ALERT;On;Receiver;Off;Off;Off
30555;2,4224966;ALERT;On;Receiver;Off;Off;Off
30556;2,4224966;ALERT;On;Receiver;Off;Off;Off
30557;2,4224966;ALERT;On;Receiver;Off;Off;Off
30558;2,4224966;ALERT;On;Receiver;Off;Off;Off
30559;2,4224966;ALERT;On;Receiver;Off;Off;Off
30560;2,4224966;ALERT;On;Receiver;Off;Off;Off
30561;2,4224966;ALERT;On;Receiver;Off;Off;Off
30562;2,4224966;ALERT;On;Receiver;Off;Off;Off
30563;2,4224966;ALERT;On;Receiver;Off;Off;Off
30564;2,4224966;ALERT;On;Receiver;Off;Off;Off
30565;2,4224966;ALERT;On;Receiver;Off;Off;Off
30566;2,4224966;ALERT;On;Receiver;Off;Off;Off
30567;2,4224966;ALERT;On;Receiver;Off;Off;Off
30568;2,4224966;ALERT;On;Receiver;Off;Off;Off
30569;2,4224966;ALERT;On;Receiver;Off;Off;Off
30570;2,4224966;ALERT;On;Receiver;Off;Off;Off
30571;2,4224966;ALERT;On;Receiver;Off;Off;Off
30572;2,4224966;ALERT;On;Receiver;Off;Off;Off
30573;2,4224966;ALERT;On;Receiver;Off;Off;Off
30574;2,4224966;ALERT;On;Receiver;Off;Off;Off
30575;2,4224966;ALERT;On;Receiver;Off;Off;Off
30576;2,4224966;ALERT;On;Receiver;Off;Off;Off
30577;2,4224966;ALERT;On;Receiver;Off;Off;Off
30578;2,4224966;ALERT;On;Receiver;Off;Off;Off
30579;2,4224966;ALERT;On;Receiver;Off;Off;Off
30580;2,4224966;ALERT;On;Receiver;Off;Off;Off
30581;2,4224966;ALERT;On;Receiver;Off;Off;Off
30582;2,4224966;ALERT;On;Receiver;Off;Off;Off
30583;2,4224966;ALERT;On;Receiver;Off;Off;Off
30584;2,4224966;ALERT;On;Receiver;Off;Off;Off
30585;2,4224966;ALERT;On;Receiver;Off;Off;Off
30586;2,4224966;ALERT;On;Receiver;Off;Off;Off
30587;2,4224966;ALERT;On;Receiver;Off;Off;Off
30588;2,4224966;ALERT;On;Receiver;Off;Off;Off
30589;2,4224966;ALERT;On;Receiver;Off;Off;Off
30590;2,4224966;ALERT;On;Receiver;Off;Off;Off
30591;2,4224966;ALERT;On;Receiver;Off;Off;Off
30592;2,4224966;ALERT;On;Receiver;Off;Off;Off
30593;2,4224966;ALERT;On;Receiver;Off;Off;Off
30594;2,4224966;ALERT;On;Receiver;Off;Off;Off
30595;2,4224966;ALERT;On;Receiver;Off;Off;Off
30596;2,4224966;ALERT;On;Receiver;Off;Off;Off
30597;2,4224966;ALERT;On;Receiver;Off;Off;Off
30598;2,4224966;ALERT;On;Receiver;Off;Off;Off
30599;2,4224966;ALERT;On;Receiver;Off;Off;Off
30600;2,4224966;ALERT;On;Receiver;Off;Off;Off
30601;2,4224966;ALERT;On;Receiver;Off;Off;Off
30602;2,4224966;ALERT;On;Receiver;Off;Off;Off
30603;2,4224966;ALERT;On;Receiver;Off;Off;Off
30604;2,4224966;ALERT;On;Receiver;Off;Off;Off
30605;2,4224966;ALERT;On;Receiver;Off;Off;Off
30606;2,4224966;ALERT;On;Receiver;Off;Off;Off
30607;2,4224966;ALERT;On;Receiver;Off;Off;Off
30608;2,4224966;ALERT;On;Receiver;Off;Off;Off
30609;2,4224966;ALERT;On;Receiver;Off;Off;Off
30610;2,4224966;ALERT;On;Receiver;Off;Off;Off
30611;2,4224966;ALERT;On;Receiver;Off;Off;Off
30612;2,4224966;ALERT;On;Receiver;Off;Off;Off
30613;2,4224966;ALERT;On;Receiver;Off;Off;Off
30614;2,4224966;ALERT;On;Receiver;Off;Off;Off
30615;2,4224966;ALERT;On;Receiver;Off;Off;Off
30616;2,4224966;ALERT;On;Receiver;Off;Off;Off
30617;2,4224966;ALERT;On;Receiver;Off;Off;Off
30618;2,4224966;ALERT;On;Receiver;Off;Off;Off
30619;2,4224966;ALERT;On;Receiver;Off;Off;Off
30620;2,4224966;ALERT;On;Receiver;Off;Off;Off
30621;2,4224966;ALERT;On;Receiver;Off;Off;Off
30622;2,4224966;ALERT;On;Receiver;Off;Off;Off
30623;2,4224966;ALERT;On;Receiver;Off;Off;Off
30624;2,4224966;ALERT;On;Receiver;Off;Off;Off
30625;2,4224966;ALERT;On;Receiver;Off;Off;Off
30626;2,4224966;ALERT;On;Receiver;Off;Off;Off
30627;2,4224966;ALERT;On;Receiver;Off;Off;Off
30628;2,4224966;ALERT;On;Receiver;Off;Off;Off
30629;2,4224966;ALERT;On;Receiver;Off;Off;Off
30630;2,4224966;ALERT;On;Receiver;Off;Off;Off
30631;2,4224966;ALERT;On;Receiver;Off;Off;Off
30632;2,4224966;ALERT;On;Receiver;Off;Off;Off
30633;2,4224966;ALERT;On;Receiver;Off;Off;Off
30634;2,4224966;ALERT;On;Receiver;Off;Off;Off
30635;2,4224966;ALERT;On;Receiver;Off;Off;Off
30636;2,4224966;ALERT;On;Receiver;Off;Off;Off
30637;2,4224966;ALERT;On;Receiver;Off;Off;Off
30638;2,4224966;ALERT;On;Receiver;Off;Off;Off
30639;2,4224966;ALERT;On;Receiver;Off;Off;Off
30640;2,4224966;ALERT;On;Receiver;Off;Off;Off
30641;2,4224966;ALERT;On;Receiver;Off;Off;Off
30642;2,4224966;ALERT;On;Receiver;Off;Off;Off
30643;2,4224966;ALERT;On;Receiver;Off;Off;Off
30644;2,4224966;ALERT;On;Receiver;Off;Off;Off
30645;2,4224966;ALERT;On;Receiver;Off;Off;Off
30646;2,4224966;ALERT;On;Receiver;Off;Off;Off
30647;2,4224966;ALERT;On;Receiver;Off;Off;Off
30648;2,4224966;ALERT;On;Receiver;Off;Off;Off
30649;2,4224966;ALERT;On;Receiver;Off;Off;Off
30650;2,4224966;ALERT;On;Receiver;Off;Off;Off
30651;2,4224966;ALERT;On;Receiver;Off;Off;Off
30652;2,4224966;ALERT;On;Receiver;Off;Off;Off
30653;2,4224966;ALERT;On;Receiver;Off;Off;Off
30654;2,4224966;ALERT;On;Receiver;Off;Off;Off
30655;2,4224966;ALERT;On;Receiver;Off;Off;Off
30656;2,4224966;ALERT;On;Receiver;Off;Off;Off
30657;2,4224966;ALERT;On;Receiver;Off;Off;Off
30658;2,4224966;ALERT;On;Receiver;Off;Off;Off
30659;2,4224966;ALERT;On;Receiver;Off;Off;Off
30660;2,4224966;ALERT;On;Receiver;Off;Off;Off
30661;2,4224966;ALERT;On;Receiver;Off;Off;Off
30662;2,4224966;ALERT;On;Receiver;Off;Off;Off
30663;2,4224966;ALERT;On;Receiver;Off;Off;Off
30664;2,4224966;ALERT;On;Receiver;Off;Off;Off
30665;2,4224966;ALERT;On;Receiver;Off;Off;Off
30666;2,4224966;ALERT;On;Receiver;Off;Off;Off
30667;2,4224966;ALERT;On;Receiver;Off;Off;Off
30668;2,4224966;ALERT;On;Receiver;Off;Off;Off
30669;2,4224966;ALERT;On;Receiver;Off;Off;Off
30670;2,4224966;ALERT;On;Receiver;Off;Off;Off
30671;2,4224966;ALERT;On;Receiver;Off;Off;Off
30672;2,4224966;ALERT;On;Receiver;Off;Off;Off
30673;2,4224966;ALERT;On;Receiver;Off;Off;Off
30674;2,4224966;ALERT;On;Receiver;Off;Off;Off
30675;2,4224966;ALERT;On;Receiver;Off;Off;Off
30676;2,4224966;ALERT;On;Receiver;Off;Off;Off
30677;2,4224966;ALERT;On;Receiver;Off;Off;Off
30678;2,4224966;ALERT;On;Receiver;Off;Off;Off
30679;2,4224966;ALERT;On;Receiver;Off;Off;Off
30680;2,4224966;ALERT;On;Receiver;Off;Off;Off
30681;2,4224966;ALERT;On;Receiver;Off;Off;Off
30682;2,4224966;ALERT;On;Receiver;Off;Off;Off
30683;2,4224966;ALERT;On;Receiver;Off;Off;Off
30684;2,4224966;ALERT;On;Receiver;Off;Off;Off
30685;2,4224966;ALERT;On;Receiver;Off;Off;Off
30686;2,4224966;ALERT;On;Receiver;Off;Off;Off
30687;2,4224966;ALERT;On;Receiver;Off;Off;Off
30688;2,4224966;ALERT;On;Receiver;Off;Off;Off
30689;2,4224966;ALERT;On;Receiver;Off;Off;Off
30690;2,4224966;ALERT;On;Receiver;Off;Off;Off
30691;2,4224966;ALERT;On;Receiver;Off;Off;Off
30692;2,4224966;ALERT;On;Receiver;Off;Off;Off
30693;2,4224966;ALERT;On;Receiver;Off;Off;Off
30694;2,4224966;ALERT;On;Receiver;Off;Off;Off
30695;2,4224966;ALERT;On;Receiver;Off;Off;Off
30696;2,4224966;ALERT;On;Receiver;Off;Off;Off
30697;2,4224966;ALERT;On;Receiver;Off;Off;Off
30698;2,4224966;ALERT;On;Receiver;Off;Off;Off
30699;2,4224966;ALERT;On;Receiver;Off;Off;Off
30700;2,4224966;ALERT;On;Receiver;Off;Off;Off
30701;2,4224966;ALERT;On;Receiver;Off;Off;Off
30702;2,4224966;ALERT;On;Receiver;Off;Off;Off
30703;2,4224966;ALERT;On;Receiver;Off;Off;Off
30704;2,4224966;ALERT;On;Receiver;Off;Off;Off
30705;2,4224966;ALERT;On;Receiver;Off;Off;Off
30706;2,4224966;ALERT;On;Receiver;Off;Off;Off
30707;2,4224966;ALERT;On;Receiver;Off;Off;Off
30708;2,4224966;ALERT;On;Receiver;Off;Off;Off
30709;2,4224966;ALERT;On;Receiver;Off;Off;Off
30710;2,4224966;ALERT;On;Receiver;Off;Off;Off
30711;2,4224966;ALERT;On;Receiver;Off;Off;Off
30712;2,4224966;ALERT;On;Receiver;Off;Off;Off
30713;2,4224966;ALERT;On;Receiver;Off;Off;Off
30714;2,4224966;ALERT;On;Receiver;Off;Off;Off
30715;2,4224966;ALERT;On;Receiver;Off;Off;Off
30716;2,4224966;ALERT;On;Receiver;Off;Off;Off
30717;2,4224966;ALERT;On;Receiver;Off;Off;Off
30718;2,4224966;ALERT;On;Receiver;Off;Off;Off
30719;2,4224966;ALERT;On;Receiver;Off;Off;Off
30720;2,4224966;ALERT;On;Receiver;Off;Off;Off
30721;2,4224966;ALERT;On;Receiver;Off;Off;Off
30722;2,4224966;ALERT;On;Receiver;Off;Off;Off
30723;2,4224966;ALERT;On;Receiver;Off;Off;Off
30724;2,4224966;ALERT;On;Receiver;Off;Off;Off
30725;2,4224966;ALERT;On;Receiver;Off;Off;Off
30726;2,4224966;ALERT;On;Receiver;Off;Off;Off
30727;2,4224966;ALERT;On;Receiver;Off;Off;Off
30728;2,4224966;ALERT;On;Receiver;Off;Off;Off
30729;2,4224966;ALERT;On;Receiver;Off;Off;Off
30730;2,4224966;ALERT;On;Receiver;Off;Off;Off
30731;2,4224966;ALERT;On;Receiver;Off;Off;Off
30732;2,4224966;ALERT;On;Receiver;Off;Off;Off
30733;2,4224966;ALERT;On;Receiver;Off;Off;Off
30734;2,4224966;ALERT;On;Receiver;Off;Off;Off
30735;2,4224966;ALERT;On;Receiver;Off;Off;Off
30736;2,4224966;ALERT;On;Receiver;Off;Off;Off
30737;2,4224966;ALERT;On;Receiver;Off;Off;Off
30738;2,4224966;ALERT;On;Receiver;Off;Off;Off
30739;2,4224966;ALERT;On;Receiver;Off;Off;Off
30740;2,4224966;ALERT;On;Receiver;Off;Off;Off
30741;2,4224966;ALERT;On;Receiver;Off;Off;Off
30742;2,4224966;ALERT;On;Receiver;Off;Off;Off
30743;2,4224966;ALERT;On;Receiver;Off;Off;Off
30744;2,4224966;ALERT;On;Receiver;Off;Off;Off
30745;2,4224966;ALERT;On;Receiver;Off;Off;Off
30746;2,4224966;ALERT;On;Receiver;Off;Off;Off
30747;2,4224966;ALERT;On;Receiver;Off;Off;Off
30748;2,4224966;ALERT;On;Receiver;Off;Off;Off
30749;2,4224966;ALERT;On;Receiver;Off;Off;Off
30750;2,4224966;ALERT;On;Receiver;Off;Off;Off
30751;2,4224966;ALERT;On;Receiver;Off;Off;Off
30752;2,4224966;ALERT;On;Receiver;Off;Off;Off
30753;2,4224966;ALERT;On;Receiver;Off;Off;Off
30754;2,4224966;ALERT;On;Receiver;Off;Off;Off
30755;2,4224966;ALERT;On;Receiver;Off;Off;Off
30756;2,4224966;ALERT;On;Receiver;Off;Off;Off
30757;2,4224966;ALERT;On;Receiver;Off;Off;Off
30758;2,4224966;ALERT;On;Receiver;Off;Off;Off
30759;2,4224966;ALERT;On;Receiver;Off;Off;Off
30760;2,4224966;ALERT;On;Receiver;Off;Off;Off
30761;2,4224966;ALERT;On;Receiver;Off;Off;Off
30762;2,4224966;ALERT;On;Receiver;Off;Off;Off
30763;2,4224966;ALERT;On;Receiver;Off;Off;Off
30764;2,4224966;ALERT;On;Receiver;Off;Off;Off
30765;2,4224966;ALERT;On;Receiver;Off;Off;Off
30766;2,4224966;ALERT;On;Receiver;Off;Off;Off
30767;2,4224966;ALERT;On;Receiver;Off;Off;Off
30768;2,4224966;ALERT;On;Receiver;Off;Off;Off
30769;2,4224966;ALERT;On;Receiver;Off;Off;Off
30770;2,4224966;ALERT;On;Receiver;Off;Off;Off
30771;2,4224966;ALERT;On;Receiver;Off;Off;Off
30772;2,4224966;ALERT;On;Receiver;Off;Off;Off
30773;2,4224966;ALERT;On;Receiver;Off;Off;Off
30774;2,4224966;ALERT;On;Receiver;Off;Off;Off
30775;2,4224966;ALERT;On;Receiver;Off;Off;Off
30776;2,4224966;ALERT;On;Receiver;Off;Off;Off
30777;2,4224966;ALERT;On;Receiver;Off;Off;Off
30778;2,4224966;ALERT;On;Receiver;Off;Off;Off
30779;2,4224966;ALERT;On;Receiver;Off;Off;Off
30780;2,4224966;ALERT;On;Receiver;Off;Off;Off
30781;2,4224966;ALERT;On;Receiver;Off;Off;Off
30782;2,4224966;ALERT;On;Receiver;Off;Off;Off
30783;2,4224966;ALERT;On;Receiver;Off;Off;Off
30784;2,4224966;ALERT;On;Receiver;Off;Off;Off
30785;2,4224966;ALERT;On;Receiver;Off;Off;Off
30786;2,4224966;ALERT;On;Receiver;Off;Off;Off
30787;2,4224966;ALERT;On;Receiver;Off;Off;Off
30788;2,4224966;ALERT;On;Receiver;Off;Off;Off
30789;2,4224966;ALERT;On;Receiver;Off;Off;Off
30790;2,4224966;ALERT;On;Receiver;Off;Off;Off
30791;2,4224966;ALERT;On;Receiver;Off;Off;Off
30792;2,4224966;ALERT;On;Receiver;Off;Off;Off
30793;2,4224966;ALERT;On;Receiver;Off;Off;Off
30794;2,4224966;ALERT;On;Receiver;Off;Off;Off
30795;2,4224966;ALERT;On;Receiver;Off;Off;Off
30796;2,4224966;ALERT;On;Receiver;Off;Off;Off
30797;2,4224966;ALERT;On;Receiver;Off;Off;Off
30798;2,4224966;ALERT;On;Receiver;Off;Off;Off
30799;2,4224966;ALERT;On;Receiver;Off;Off;Off
30800;2,4224966;ALERT;On;Receiver;Off;Off;Off
30801;2,4224966;ALERT;On;Receiver;Off;Off;Off
30802;2,4224966;ALERT;On;Receiver;Off;Off;Off
30803;2,4224966;ALERT;On;Receiver;Off;Off;Off
30804;2,4224966;ALERT;On;Receiver;Off;Off;Off
30805;2,4224966;ALERT;On;Receiver;Off;Off;Off
30806;2,4224966;ALERT;On;Receiver;Off;Off;Off
30807;2,4224966;ALERT;On;Receiver;Off;Off;Off
30808;2,4224966;ALERT;On;Receiver;Off;Off;Off
30809;2,4224966;ALERT;On;Receiver;Off;Off;Off
30810;2,4224966;ALERT;On;Receiver;Off;Off;Off
30811;2,4224966;ALERT;On;Receiver;Off;Off;Off
30812;2,4224966;ALERT;On;Receiver;Off;Off;Off
30813;2,4224966;ALERT;On;Receiver;Off;Off;Off
30814;2,4224966;ALERT;On;Receiver;Off;Off;Off
30815;2,4224966;ALERT;On;Receiver;Off;Off;Off
30816;2,4224966;ALERT;On;Receiver;Off;Off;Off
30817;2,4224966;ALERT;On;Receiver;Off;Off;Off
30818;2,4224966;ALERT;On;Receiver;Off;Off;Off
30819;2,4224966;ALERT;On;Receiver;Off;Off;Off
30820;2,4224966;ALERT;On;Receiver;Off;Off;Off
30821;2,4224966;ALERT;On;Receiver;Off;Off;Off
30822;2,4224966;ALERT;On;Receiver;Off;Off;Off
30823;2,4224966;ALERT;On;Receiver;Off;Off;Off
30824;2,4224966;ALERT;On;Receiver;Off;Off;Off
30825;2,4224966;ALERT;On;Receiver;Off;Off;Off
30826;2,4224966;ALERT;On;Receiver;Off;Off;Off
30827;2,4224966;ALERT;On;Receiver;Off;Off;Off
30828;2,4224966;ALERT;On;Receiver;Off;Off;Off
30829;2,4224966;ALERT;On;Receiver;Off;Off;Off
30830;2,4224966;ALERT;On;Receiver;Off;Off;Off
30831;2,4224966;ALERT;On;Receiver;Off;Off;Off
30832;2,4224966;ALERT;On;Receiver;Off;Off;Off
30833;2,4224966;ALERT;On;Receiver;Off;Off;Off
30834;2,4224966;ALERT;On;Receiver;Off;Off;Off
30835;2,4224966;ALERT;On;Receiver;Off;Off;Off
30836;2,4224966;ALERT;On;Receiver;Off;Off;Off
30837;2,4224966;ALERT;On;Receiver;Off;Off;Off
30838;2,4224966;ALERT;On;Receiver;Off;Off;Off
30839;2,4224966;ALERT;On;Receiver;Off;Off;Off
30840;2,4224966;ALERT;On;Receiver;Off;Off;Off
30841;2,4224966;ALERT;On;Receiver;Off;Off;Off
30842;2,4224966;ALERT;On;Receiver;Off;Off;Off
30843;2,4224966;ALERT;On;Receiver;Off;Off;Off
30844;2,4224966;ALERT;On;Receiver;Off;Off;Off
30845;2,4224966;ALERT;On;Receiver;Off;Off;Off
30846;2,4224966;ALERT;On;Receiver;Off;Off;Off
30847;2,4224966;ALERT;On;Receiver;Off;Off;Off
30848;2,4224966;ALERT;On;Receiver;Off;Off;Off
30849;2,4224966;ALERT;On;Receiver;Off;Off;Off
30850;2,4224966;ALERT;On;Receiver;Off;Off;Off
30851;2,4224966;ALERT;On;Receiver;Off;Off;Off
30852;2,4224966;ALERT;On;Receiver;Off;Off;Off
30853;2,4224966;ALERT;On;Receiver;Off;Off;Off
30854;2,4224966;ALERT;On;Receiver;Off;Off;Off
30855;2,4224966;ALERT;On;Receiver;Off;Off;Off
30856;2,4224966;ALERT;On;Receiver;Off;Off;Off
30857;2,4224966;ALERT;On;Receiver;Off;Off;Off
30858;2,4224966;ALERT;On;Receiver;Off;Off;Off
30859;2,4224966;ALERT;On;Receiver;Off;Off;Off
30860;2,4224966;ALERT;On;Receiver;Off;Off;Off
30861;2,4224966;ALERT;On;Receiver;Off;Off;Off
30862;2,4224966;ALERT;On;Receiver;Off;Off;Off
30863;2,4224966;ALERT;On;Receiver;Off;Off;Off
30864;2,4224966;ALERT;On;Receiver;Off;Off;Off
30865;2,4224966;ALERT;On;Receiver;Off;Off;Off
30866;2,4224966;ALERT;On;Receiver;Off;Off;Off
30867;2,4224966;ALERT;On;Receiver;Off;Off;Off
30868;2,4224966;ALERT;On;Receiver;Off;Off;Off
30869;2,4224966;ALERT;On;Receiver;Off;Off;Off
30870;2,4224966;ALERT;On;Receiver;Off;Off;Off
30871;2,4224966;ALERT;On;Receiver;Off;Off;Off
30872;2,4224966;ALERT;On;Receiver;Off;Off;Off
30873;2,4224966;ALERT;On;Receiver;Off;Off;Off
30874;2,4224966;ALERT;On;Receiver;Off;Off;Off
30875;2,4224966;ALERT;On;Receiver;Off;Off;Off
30876;2,4224966;ALERT;On;Receiver;Off;Off;Off
30877;2,4224966;ALERT;On;Receiver;Off;Off;Off
30878;2,4224966;ALERT;On;Receiver;Off;Off;Off
30879;2,4224966;ALERT;On;Receiver;Off;Off;Off
30880;2,4224966;ALERT;On;Receiver;Off;Off;Off
30881;2,4224966;ALERT;On;Receiver;Off;Off;Off
30882;2,4224966;ALERT;On;Receiver;Off;Off;Off
30883;2,4224966;ALERT;On;Receiver;Off;Off;Off
30884;2,4224966;ALERT;On;Receiver;Off;Off;Off
30885;2,4224966;ALERT;On;Receiver;Off;Off;Off
30886;2,4224966;ALERT;On;Receiver;Off;Off;Off
30887;2,4224966;ALERT;On;Receiver;Off;Off;Off
30888;2,4224966;ALERT;On;Receiver;Off;Off;Off
30889;2,4224966;ALERT;On;Receiver;Off;Off;Off
30890;2,4224966;ALERT;On;Receiver;Off;Off;Off
30891;2,4224966;ALERT;On;Receiver;Off;Off;Off
30892;2,4224966;ALERT;On;Receiver;Off;Off;Off
30893;2,4224966;ALERT;On;Receiver;Off;Off;Off
30894;2,4224966;ALERT;On;Receiver;Off;Off;Off
30895;2,4224966;ALERT;On;Receiver;Off;Off;Off
30896;2,4224966;ALERT;On;Receiver;Off;Off;Off
30897;2,4224966;ALERT;On;Receiver;Off;Off;Off
30898;2,4224966;ALERT;On;Receiver;Off;Off;Off
30899;2,4224966;ALERT;On;Receiver;Off;Off;Off
30900;2,4224966;ALERT;On;Receiver;Off;Off;Off
30901;2,4224966;ALERT;On;Receiver;Off;Off;Off
30902;2,4224966;ALERT;On;Receiver;Off;Off;Off
30903;2,4224966;ALERT;On;Receiver;Off;Off;Off
30904;2,4224966;ALERT;On;Receiver;Off;Off;Off
30905;2,4224966;ALERT;On;Receiver;Off;Off;Off
30906;2,4224966;ALERT;On;Receiver;Off;Off;Off
30907;2,4224966;ALERT;On;Receiver;Off;Off;Off
30908;2,4224966;ALERT;On;Receiver;Off;Off;Off
30909;2,4224966;ALERT;On;Receiver;Off;Off;Off
30910;2,4224966;ALERT;On;Receiver;Off;Off;Off
30911;2,4224966;ALERT;On;Receiver;Off;Off;Off
30912;2,4224966;ALERT;On;Receiver;Off;Off;Off
30913;2,4224966;ALERT;On;Receiver;Off;Off;Off
30914;2,4224966;ALERT;On;Receiver;Off;Off;Off
30915;2,4224966;ALERT;On;Receiver;Off;Off;Off
30916;2,4224966;ALERT;On;Receiver;Off;Off;Off
30917;2,4224966;ALERT;On;Receiver;Off;Off;Off
30918;2,4224966;ALERT;On;Receiver;Off;Off;Off
30919;2,4224966;ALERT;On;Receiver;Off;Off;Off
30920;2,4224966;ALERT;On;Receiver;Off;Off;Off
30921;2,4224966;ALERT;On;Receiver;Off;Off;Off
30922;2,4224966;ALERT;On;Receiver;Off;Off;Off
30923;2,4224966;ALERT;On;Receiver;Off;Off;Off
30924;2,4224966;ALERT;On;Receiver;Off;Off;Off
30925;2,4224966;ALERT;On;Receiver;Off;Off;Off
30926;2,4224966;ALERT;On;Receiver;Off;Off;Off
30927;2,4224966;ALERT;On;Receiver;Off;Off;Off
30928;2,4224966;ALERT;On;Receiver;Off;Off;Off
30929;2,4224966;ALERT;On;Receiver;Off;Off;Off
30930;2,4224966;ALERT;On;Receiver;Off;Off;Off
30931;2,4224966;ALERT;On;Receiver;Off;Off;Off
30932;2,4224966;ALERT;On;Receiver;Off;Off;Off
30933;2,4224966;ALERT;On;Receiver;Off;Off;Off
30934;2,4224966;ALERT;On;Receiver;Off;Off;Off
30935;2,4224966;ALERT;On;Receiver;Off;Off;Off
30936;2,4224966;ALERT;On;Receiver;Off;Off;Off
30937;2,4224966;ALERT;On;Receiver;Off;Off;Off
30938;2,4224966;ALERT;On;Receiver;Off;Off;Off
30939;2,4224966;ALERT;On;Receiver;Off;Off;Off
30940;2,4224966;ALERT;On;Receiver;Off;Off;Off
30941;2,4224966;ALERT;On;Receiver;Off;Off;Off
30942;2,4224966;ALERT;On;Receiver;Off;Off;Off
30943;2,4224966;ALERT;On;Receiver;Off;Off;Off
