time(s);battery;obc;eps;communication;sdatf;slp;smdh
30944;2,4224966;ALERT;On;Receiver;Off;Off;Off
30945;2,4224966;ALERT;On;Receiver;Off;Off;Off
30946;2,4224966;ALERT;On;Receiver;Off;Off;Off
30947;2,4224966;ALERT;On;Receiver;Off;Off;Off
30948;2,4224966;ALERT;On;Receiver;Off;Off;Off
30949;2,4224966;ALERT;On;Receiver;Off;Off;Off
30950;2,4224966;ALERT;On;Receiver;Off;Off;Off
30951;2,4224966;ALERT;On;Receiver;Off;Off;Off
30952;2,4224966;ALERT;On;Receiver;Off;Off;Off
30953;2,4224966;ALERT;On;Receiver;Off;Off;Off
30954;2,4224966;ALERT;On;Receiver;Off;Off;Off
30955;2,4224966;ALERT;On;Receiver;Off;Off;Off
30956;2,4224966;ALERT;On;Receiver;Off;Off;Off
30957;2,4224966;ALERT;On;Receiver;Off;Off;Off
30958;2,4224966;ALERT;On;Receiver;Off;Off;Off
30959;2,4224966;ALERT;On;Receiver;Off;Off;Off
30960;2,4224966;ALERT;On;Receiver;Off;Off;Off
30961;2,4224966;ALERT;On;Receiver;Off;Off;Off
30962;2,4224966;ALERT;On;Receiver;Off;Off;Off
30963;2,4224966;ALERT;On;Receiver;Off;Off;Off
30964;2,4224966;ALERT;On;Receiver;Off;Off;Off
30965;2,4224966;ALERT;On;Receiver;Off;Off;Off
30966;2,4224966;ALERT;On;Receiver;Off;Off;Off
30967;2,4224966;ALERT;On;Receiver;Off;Off;Off
30968;2,4224966;ALERT;On;Receiver;Off;Off;Off
30969;2,4224966;ALERT;On;Receiver;Off;Off;Off
30970;2,4224966;ALERT;On;Receiver;Off;Off;Off
30971;2,4224966;ALERT;On;Receiver;Off;Off;Off
30972;2,4224966;ALERT;On;Receiver;Off;Off;Off
30973;2,4224966;ALERT;On;Receiver;Off;Off;Off
30974;2,4224966;ALERT;On;Receiver;Off;Off;Off
30975;2,4224966;ALERT;On;Receiver;Off;Off;Off
30976;2,4224966;ALERT;On;Receiver;Off;Off;Off
30977;2,4224966;ALERT;On;Receiver;Off;Off;Off
30978;2,4224966;ALERT;On;Receiver;Off;Off;Off
30979;2,4224966;ALERT;On;Receiver;Off;Off;Off
30980;2,4224966;ALERT;On;Receiver;Off;Off;Off
30981;2,4224966;ALERT;On;Receiver;Off;Off;Off
30982;2,4224966;ALERT;On;Receiver;Off;Off;Off
30983;2,4224966;ALERT;On;Receiver;Off;Off;Off
30984;2,4224966;ALERT;On;Receiver;Off;Off;Off
30985;2,4224966;ALERT;On;Receiver;Off;Off;Off
30986;2,4224966;ALERT;On;Receiver;Off;Off;Off
30987;2,4224966;ALERT;On;Receiver;Off;Off;Off
30988;2,4224966;ALERT;On;Receiver;Off;Off;Off
30989;2,4224966;ALERT;On;Receiver;Off;Off;Off
30990;2,4224966;ALERT;On;Receiver;Off;Off;Off
30991;2,4224966;ALERT;On;Receiver;Off;Off;Off
30992;2,4224966;ALERT;On;Receiver;Off;Off;Off
30993;2,4224966;ALERT;On;Receiver;Off;Off;Off
30994;2,4224966;ALERT;On;Receiver;Off;Off;Off
30995;2,4224966;ALERT;On;Receiver;Off;Off;Off
30996;2,4224966;ALERT;On;Receiver;Off;Off;Off
30997;2,4224966;ALERT;On;Receiver;Off;Off;Off
30998;2,4224966;ALERT;On;Receiver;Off;Off;Off
30999;2,4224966;ALERT;On;Receiver;Off;Off;Off
31000;2,4224966;ALERT;On;Receiver;Off;Off;Off
31001;2,4224966;ALERT;On;Receiver;Off;Off;Off
31002;2,4224966;ALERT;On;Receiver;Off;Off;Off
31003;2,4224966;ALERT;On;Receiver;Off;Off;Off
31004;2,4224966;ALERT;On;Receiver;Off;Off;Off
31005;2,4224966;ALERT;On;Receiver;Off;Off;Off
31006;2,4224966;ALERT;On;Receiver;Off;Off;Off
31007;2,4224966;ALERT;On;Receiver;Off;Off;Off
31008;2,4224966;ALERT;On;Receiver;Off;Off;Off
31009;2,4224966;ALERT;On;Receiver;Off;Off;Off
31010;2,4224966;ALERT;On;Receiver;Off;Off;Off
31011;2,4224966;ALERT;On;Receiver;Off;Off;Off
31012;2,4224966;ALERT;On;Receiver;Off;Off;Off
31013;2,4224966;ALERT;On;Receiver;Off;Off;Off
31014;2,4224966;ALERT;On;Receiver;Off;Off;Off
31015;2,4224966;ALERT;On;Receiver;Off;Off;Off
31016;2,4224966;ALERT;On;Receiver;Off;Off;Off
31017;2,4224966;ALERT;On;Receiver;Off;Off;Off
31018;2,4224966;ALERT;On;Receiver;Off;Off;Off
31019;2,4224966;ALERT;On;Receiver;Off;Off;Off
31020;2,4224966;ALERT;On;Receiver;Off;Off;Off
31021;2,4224966;ALERT;On;Receiver;Off;Off;Off
31022;2,4224966;ALERT;On;Receiver;Off;Off;Off
31023;2,4224966;ALERT;On;Receiver;Off;Off;Off
31024;2,4224966;ALERT;On;Receiver;Off;Off;Off
31025;2,4224966;ALERT;On;Receiver;Off;Off;Off
31026;2,4224966;ALERT;On;Receiver;Off;Off;Off
31027;2,4224966;ALERT;On;Receiver;Off;Off;Off
31028;2,4224966;ALERT;On;Receiver;Off;Off;Off
31029;2,4224966;ALERT;On;Receiver;Off;Off;Off
31030;2,4224966;ALERT;On;Receiver;Off;Off;Off
31031;2,4224966;ALERT;On;Receiver;Off;Off;Off
31032;2,4224966;ALERT;On;Receiver;Off;Off;Off
31033;2,4224966;ALERT;On;Receiver;Off;Off;Off
31034;2,4224966;ALERT;On;Receiver;Off;Off;Off
31035;2,4224966;ALERT;On;Receiver;Off;Off;Off
31036;2,4224966;ALERT;On;Receiver;Off;Off;Off
31037;2,4224966;ALERT;On;Receiver;Off;Off;Off
31038;2,4224966;ALERT;On;Receiver;Off;Off;Off
31039;2,4224966;ALERT;On;Receiver;Off;Off;Off
31040;2,4224966;ALERT;On;Receiver;Off;Off;Off
31041;2,4224966;ALERT;On;Receiver;Off;Off;Off
31042;2,4224966;ALERT;On;Receiver;Off;Off;Off
31043;2,4224966;ALERT;On;Receiver;Off;Off;Off
31044;2,4224966;ALERT;On;Receiver;Off;Off;Off
31045;2,4224966;ALERT;On;Receiver;Off;Off;Off
31046;2,4224966;ALERT;On;Receiver;Off;Off;Off
31047;2,4224966;ALERT;On;Receiver;Off;Off;Off
31048;2,4224966;ALERT;On;Receiver;Off;Off;Off
31049;2,4224966;ALERT;On;Receiver;Off;Off;Off
31050;2,4224966;ALERT;On;Receiver;Off;Off;Off
31051;2,4224966;ALERT;On;Receiver;Off;Off;Off
31052;2,4224966;ALERT;On;Receiver;Off;Off;Off
31053;2,4224966;ALERT;On;Receiver;Off;Off;Off
31054;2,4224966;ALERT;On;Receiver;Off;Off;Off
31055;2,4224966;ALERT;On;Receiver;Off;Off;Off
31056;2,4224966;ALERT;On;Receiver;Off;Off;Off
31057;2,4224966;ALERT;On;Receiver;Off;Off;Off
31058;2,4224966;ALERT;On;Receiver;Off;Off;Off
31059;2,4224966;ALERT;On;Receiver;Off;Off;Off
31060;2,4224966;ALERT;On;Receiver;Off;Off;Off
31061;2,4224966;ALERT;On;Receiver;Off;Off;Off
31062;2,4224966;ALERT;On;Receiver;Off;Off;Off
31063;2,4224966;ALERT;On;Receiver;Off;Off;Off
31064;2,4224966;ALERT;On;Receiver;Off;Off;Off
31065;2,4224966;ALERT;On;Receiver;Off;Off;Off
31066;2,4224966;ALERT;On;Receiver;Off;Off;Off
31067;2,4224966;ALERT;On;Receiver;Off;Off;Off
31068;2,4224966;ALERT;On;Receiver;Off;Off;Off
31069;2,4224966;ALERT;On;Receiver;Off;Off;Off
31070;2,4224966;ALERT;On;Receiver;Off;Off;Off
31071;2,4224966;ALERT;On;Receiver;Off;Off;Off
31072;2,4224966;ALERT;On;Receiver;Off;Off;Off
31073;2,4224966;ALERT;On;Receiver;Off;Off;Off
31074;2,4224966;ALERT;On;Receiver;Off;Off;Off
31075;2,4224966;ALERT;On;Receiver;Off;Off;Off
31076;2,4224966;ALERT;On;Receiver;Off;Off;Off
31077;2,4224966;ALERT;On;Receiver;Off;Off;Off
31078;2,4224966;ALERT;On;Receiver;Off;Off;Off
31079;2,4224966;ALERT;On;Receiver;Off;Off;Off
31080;2,4224966;ALERT;On;Receiver;Off;Off;Off
31081;2,4224966;ALERT;On;Receiver;Off;Off;Off
31082;2,4224966;ALERT;On;Receiver;Off;Off;Off
31083;2,4224966;ALERT;On;Receiver;Off;Off;Off
31084;2,4224966;ALERT;On;Receiver;Off;Off;Off
31085;2,4224966;ALERT;On;Receiver;Off;Off;Off
31086;2,4224966;ALERT;On;Receiver;Off;Off;Off
31087;2,4224966;ALERT;On;Receiver;Off;Off;Off
31088;2,4224966;ALERT;On;Receiver;Off;Off;Off
31089;2,4224966;ALERT;On;Receiver;Off;Off;Off
31090;2,4224966;ALERT;On;Receiver;Off;Off;Off
31091;2,4224966;ALERT;On;Receiver;Off;Off;Off
31092;2,4224966;ALERT;On;Receiver;Off;Off;Off
31093;2,4224966;ALERT;On;Receiver;Off;Off;Off
31094;2,4224966;ALERT;On;Receiver;Off;Off;Off
31095;2,4224966;ALERT;On;Receiver;Off;Off;Off
31096;2,4224966;ALERT;On;Receiver;Off;Off;Off
31097;2,4224966;ALERT;On;Receiver;Off;Off;Off
31098;2,4224966;ALERT;On;Receiver;Off;Off;Off
31099;2,4224966;ALERT;On;Receiver;Off;Off;Off
31100;2,4224966;ALERT;On;Receiver;Off;Off;Off
31101;2,4224966;ALERT;On;Receiver;Off;Off;Off
31102;2,4224966;ALERT;On;Receiver;Off;Off;Off
31103;2,4224966;ALERT;On;Receiver;Off;Off;Off
31104;2,4224966;ALERT;On;Receiver;Off;Off;Off
31105;2,4224966;ALERT;On;Receiver;Off;Off;Off
31106;2,4224966;ALERT;On;Receiver;Off;Off;Off
31107;2,4224966;ALERT;On;Receiver;Off;Off;Off
31108;2,4224966;ALERT;On;Receiver;Off;Off;Off
31109;2,4224966;ALERT;On;Receiver;Off;Off;Off
31110;2,4224966;ALERT;On;Receiver;Off;Off;Off
31111;2,4224966;ALERT;On;Receiver;Off;Off;Off
31112;2,4224966;ALERT;On;Receiver;Off;Off;Off
31113;2,4224966;ALERT;On;Receiver;Off;Off;Off
31114;2,4224966;ALERT;On;Receiver;Off;Off;Off
31115;2,4224966;ALERT;On;Receiver;Off;Off;Off
31116;2,4224966;ALERT;On;Receiver;Off;Off;Off
31117;2,4224966;ALERT;On;Receiver;Off;Off;Off
31118;2,4224966;ALERT;On;Receiver;Off;Off;Off
31119;2,4224966;ALERT;On;Receiver;Off;Off;Off
31120;2,4224966;ALERT;On;Receiver;Off;Off;Off
31121;2,4224966;ALERT;On;Receiver;Off;Off;Off
31122;2,4224966;ALERT;On;Receiver;Off;Off;Off
31123;2,4224966;ALERT;On;Receiver;Off;Off;Off
31124;2,4224966;ALERT;On;Receiver;Off;Off;Off
31125;2,4224966;ALERT;On;Receiver;Off;Off;Off
31126;2,4224966;ALERT;On;Receiver;Off;Off;Off
31127;2,4224966;ALERT;On;Receiver;Off;Off;Off
31128;2,4224966;ALERT;On;Receiver;Off;Off;Off
31129;2,4224966;ALERT;On;Receiver;Off;Off;Off
31130;2,4224966;ALERT;On;Receiver;Off;Off;Off
31131;2,4224966;ALERT;On;Receiver;Off;Off;Off
31132;2,4224966;ALERT;On;Receiver;Off;Off;Off
31133;2,4224966;ALERT;On;Receiver;Off;Off;Off
31134;2,4224966;ALERT;On;Receiver;Off;Off;Off
31135;2,4224966;ALERT;On;Receiver;Off;Off;Off
31136;2,4224966;ALERT;On;Receiver;Off;Off;Off
31137;2,4224966;ALERT;On;Receiver;Off;Off;Off
31138;2,4224966;ALERT;On;Receiver;Off;Off;Off
31139;2,4224966;ALERT;On;Receiver;Off;Off;Off
31140;2,4224966;ALERT;On;Receiver;Off;Off;Off
31141;2,4224966;ALERT;On;Receiver;Off;Off;Off
31142;2,4224966;ALERT;On;Receiver;Off;Off;Off
31143;2,4224966;ALERT;On;Receiver;Off;Off;Off
31144;2,4224966;ALERT;On;Receiver;Off;Off;Off
31145;2,4224966;ALERT;On;Receiver;Off;Off;Off
31146;2,4224966;ALERT;On;Receiver;Off;Off;Off
31147;2,4224966;ALERT;On;Receiver;Off;Off;Off
31148;2,4224966;ALERT;On;Receiver;Off;Off;Off
31149;2,4224966;ALERT;On;Receiver;Off;Off;Off
31150;2,4224966;ALERT;On;Receiver;Off;Off;Off
31151;2,4224966;ALERT;On;Receiver;Off;Off;Off
31152;2,4224966;ALERT;On;Receiver;Off;Off;Off
31153;2,4224966;ALERT;On;Receiver;Off;Off;Off
31154;2,4224966;ALERT;On;Receiver;Off;Off;Off
31155;2,4224966;ALERT;On;Receiver;Off;Off;Off
31156;2,4224966;ALERT;On;Receiver;Off;Off;Off
31157;2,4224966;ALERT;On;Receiver;Off;Off;Off
31158;2,4224966;ALERT;On;Receiver;Off;Off;Off
31159;2,4224966;ALERT;On;Receiver;Off;Off;Off
31160;2,4224966;ALERT;On;Receiver;Off;Off;Off
31161;2,4224966;ALERT;On;Receiver;Off;Off;Off
31162;2,4224966;ALERT;On;Receiver;Off;Off;Off
31163;2,4224966;ALERT;On;Receiver;Off;Off;Off
31164;2,4224966;ALERT;On;Receiver;Off;Off;Off
31165;2,4224966;ALERT;On;Receiver;Off;Off;Off
31166;2,4224966;ALERT;On;Receiver;Off;Off;Off
31167;2,4224966;ALERT;On;Receiver;Off;Off;Off
31168;2,4224966;ALERT;On;Receiver;Off;Off;Off
31169;2,4224966;ALERT;On;Receiver;Off;Off;Off
31170;2,4224966;ALERT;On;Receiver;Off;Off;Off
31171;2,4224966;ALERT;On;Receiver;Off;Off;Off
31172;2,4224966;ALERT;On;Receiver;Off;Off;Off
31173;2,4224966;ALERT;On;Receiver;Off;Off;Off
31174;2,4224966;ALERT;On;Receiver;Off;Off;Off
31175;2,4224966;ALERT;On;Receiver;Off;Off;Off
31176;2,4224966;ALERT;On;Receiver;Off;Off;Off
31177;2,4224966;ALERT;On;Receiver;Off;Off;Off
31178;2,4224966;ALERT;On;Receiver;Off;Off;Off
31179;2,4224966;ALERT;On;Receiver;Off;Off;Off
31180;2,4224966;ALERT;On;Receiver;Off;Off;Off
31181;2,4224966;ALERT;On;Receiver;Off;Off;Off
31182;2,4224966;ALERT;On;Receiver;Off;Off;Off
31183;2,4224966;ALERT;On;Receiver;Off;Off;Off
31184;2,4224966;ALERT;On;Receiver;Off;Off;Off
31185;2,4224966;ALERT;On;Receiver;Off;Off;Off
31186;2,4224966;ALERT;On;Receiver;Off;Off;Off
31187;2,4224966;ALERT;On;Receiver;Off;Off;Off
31188;2,4224966;ALERT;On;Receiver;Off;Off;Off
31189;2,4224966;ALERT;On;Receiver;Off;Off;Off
31190;2,4224966;ALERT;On;Receiver;Off;Off;Off
31191;2,4224966;ALERT;On;Receiver;Off;Off;Off
31192;2,4224966;ALERT;On;Receiver;Off;Off;Off
31193;2,4224966;ALERT;On;Receiver;Off;Off;Off
31194;2,4224966;ALERT;On;Receiver;Off;Off;Off
31195;2,4224966;ALERT;On;Receiver;Off;Off;Off
31196;2,4224966;ALERT;On;Receiver;Off;Off;Off
31197;2,4224966;ALERT;On;Receiver;Off;Off;Off
31198;2,4224966;ALERT;On;Receiver;Off;Off;Off
31199;2,4224966;ALERT;On;Receiver;Off;Off;Off
31200;2,4224966;ALERT;On;Receiver;Off;Off;Off
31201;2,4224966;ALERT;On;Receiver;Off;Off;Off
31202;2,4224966;ALERT;On;Receiver;Off;Off;Off
31203;2,4224966;ALERT;On;Receiver;Off;Off;Off
31204;2,4224966;ALERT;On;Receiver;Off;Off;Off
31205;2,4224966;ALERT;On;Receiver;Off;Off;Off
31206;2,4224966;ALERT;On;Receiver;Off;Off;Off
31207;2,4224966;ALERT;On;Receiver;Off;Off;Off
31208;2,4224966;ALERT;On;Receiver;Off;Off;Off
31209;2,4224966;ALERT;On;Receiver;Off;Off;Off
31210;2,4224966;ALERT;On;Receiver;Off;Off;Off
31211;2,4224966;ALERT;On;Receiver;Off;Off;Off
31212;2,4224966;ALERT;On;Receiver;Off;Off;Off
31213;2,4224966;ALERT;On;Receiver;Off;Off;Off
31214;2,4224966;ALERT;On;Receiver;Off;Off;Off
31215;2,4224966;ALERT;On;Receiver;Off;Off;Off
31216;2,4224966;ALERT;On;Receiver;Off;Off;Off
31217;2,4224966;ALERT;On;Receiver;Off;Off;Off
31218;2,4224966;ALERT;On;Receiver;Off;Off;Off
31219;2,4224966;ALERT;On;Receiver;Off;Off;Off
31220;2,4224966;ALERT;On;Receiver;Off;Off;Off
31221;2,4224966;ALERT;On;Receiver;Off;Off;Off
31222;2,4224966;ALERT;On;Receiver;Off;Off;Off
31223;2,4224966;ALERT;On;Receiver;Off;Off;Off
31224;2,4224966;ALERT;On;Receiver;Off;Off;Off
31225;2,4224966;ALERT;On;Receiver;Off;Off;Off
31226;2,4224966;ALERT;On;Receiver;Off;Off;Off
31227;2,4224966;ALERT;On;Receiver;Off;Off;Off
31228;2,4224966;ALERT;On;Receiver;Off;Off;Off
31229;2,4224966;ALERT;On;Receiver;Off;Off;Off
31230;2,4224966;ALERT;On;Receiver;Off;Off;Off
31231;2,4224966;ALERT;On;Receiver;Off;Off;Off
31232;2,4224966;ALERT;On;Receiver;Off;Off;Off
31233;2,4224966;ALERT;On;Receiver;Off;Off;Off
31234;2,4224966;ALERT;On;Receiver;Off;Off;Off
31235;2,4224966;ALERT;On;Receiver;Off;Off;Off
31236;2,4224966;ALERT;On;Receiver;Off;Off;Off
31237;2,4224966;ALERT;On;Receiver;Off;Off;Off
31238;2,4224966;ALERT;On;Receiver;Off;Off;Off
31239;2,4224966;ALERT;On;Receiver;Off;Off;Off
31240;2,4224966;ALERT;On;Receiver;Off;Off;Off
31241;2,4224966;ALERT;On;Receiver;Off;Off;Off
31242;2,4224966;ALERT;On;Receiver;Off;Off;Off
31243;2,4224966;ALERT;On;Receiver;Off;Off;Off
31244;2,4224966;ALERT;On;Receiver;Off;Off;Off
31245;2,4224966;ALERT;On;Receiver;Off;Off;Off
31246;2,4224966;ALERT;On;Receiver;Off;Off;Off
31247;2,4224966;ALERT;On;Receiver;Off;Off;Off
31248;2,4224966;ALERT;On;Receiver;Off;Off;Off
31249;2,4224966;ALERT;On;Receiver;Off;Off;Off
31250;2,4224966;ALERT;On;Receiver;Off;Off;Off
31251;2,4224966;ALERT;On;Receiver;Off;Off;Off
31252;2,4224966;ALERT;On;Receiver;Off;Off;Off
31253;2,4224966;ALERT;On;Receiver;Off;Off;Off
31254;2,4224966;ALERT;On;Receiver;Off;Off;Off
31255;2,4224966;ALERT;On;Receiver;Off;Off;Off
31256;2,4224966;ALERT;On;Receiver;Off;Off;Off
31257;2,4224966;ALERT;On;Receiver;Off;Off;Off
31258;2,4224966;ALERT;On;Receiver;Off;Off;Off
31259;2,4224966;ALERT;On;Receiver;Off;Off;Off
31260;2,4224966;ALERT;On;Receiver;Off;Off;Off
31261;2,4224966;ALERT;On;Receiver;Off;Off;Off
31262;2,4224966;ALERT;On;Receiver;Off;Off;Off
31263;2,4224966;ALERT;On;Receiver;Off;Off;Off
31264;2,4224966;ALERT;On;Receiver;Off;Off;Off
31265;2,4224966;ALERT;On;Receiver;Off;Off;Off
31266;2,4224966;ALERT;On;Receiver;Off;Off;Off
31267;2,4224966;ALERT;On;Receiver;Off;Off;Off
31268;2,4224966;ALERT;On;Receiver;Off;Off;Off
31269;2,4224966;ALERT;On;Receiver;Off;Off;Off
31270;2,4224966;ALERT;On;Receiver;Off;Off;Off
31271;2,4224966;ALERT;On;Receiver;Off;Off;Off
31272;2,4224966;ALERT;On;Receiver;Off;Off;Off
31273;2,4224966;ALERT;On;Receiver;Off;Off;Off
31274;2,4224966;ALERT;On;Receiver;Off;Off;Off
31275;2,4224966;ALERT;On;Receiver;Off;Off;Off
31276;2,4224966;ALERT;On;Receiver;Off;Off;Off
31277;2,4224966;ALERT;On;Receiver;Off;Off;Off
31278;2,4224966;ALERT;On;Receiver;Off;Off;Off
31279;2,4224966;ALERT;On;Receiver;Off;Off;Off
31280;2,4224966;ALERT;On;Receiver;Off;Off;Off
31281;2,4224966;ALERT;On;Receiver;Off;Off;Off
31282;2,4224966;ALERT;On;Receiver;Off;Off;Off
31283;2,4224966;ALERT;On;Receiver;Off;Off;Off
31284;2,4224966;ALERT;On;Receiver;Off;Off;Off
31285;2,4224966;ALERT;On;Receiver;Off;Off;Off
31286;2,4224966;ALERT;On;Receiver;Off;Off;Off
31287;2,4224966;ALERT;On;Receiver;Off;Off;Off
31288;2,4224966;ALERT;On;Receiver;Off;Off;Off
31289;2,4224966;ALERT;On;Receiver;Off;Off;Off
31290;2,4224966;ALERT;On;Receiver;Off;Off;Off
31291;2,4224966;ALERT;On;Receiver;Off;Off;Off
31292;2,4224966;ALERT;On;Receiver;Off;Off;Off
31293;2,4224966;ALERT;On;Receiver;Off;Off;Off
31294;2,4224966;ALERT;On;Receiver;Off;Off;Off
31295;2,4224966;ALERT;On;Receiver;Off;Off;Off
31296;2,4224966;ALERT;On;Receiver;Off;Off;Off
31297;2,4224966;ALERT;On;Receiver;Off;Off;Off
31298;2,4224966;ALERT;On;Receiver;Off;Off;Off
31299;2,4224966;ALERT;On;Receiver;Off;Off;Off
31300;2,4224966;ALERT;On;Receiver;Off;Off;Off
31301;2,4224966;ALERT;On;Receiver;Off;Off;Off
31302;2,4224966;ALERT;On;Receiver;Off;Off;Off
31303;2,4224966;ALERT;On;Receiver;Off;Off;Off
31304;2,4224966;ALERT;On;Receiver;Off;Off;Off
31305;2,4224966;ALERT;On;Receiver;Off;Off;Off
31306;2,4224966;ALERT;On;Receiver;Off;Off;Off
31307;2,4224966;ALERT;On;Receiver;Off;Off;Off
31308;2,4224966;ALERT;On;Receiver;Off;Off;Off
31309;2,4224966;ALERT;On;Receiver;Off;Off;Off
31310;2,4224966;ALERT;On;Receiver;Off;Off;Off
31311;2,4224966;ALERT;On;Receiver;Off;Off;Off
31312;2,4224966;ALERT;On;Receiver;Off;Off;Off
31313;2,4224966;ALERT;On;Receiver;Off;Off;Off
31314;2,4224966;ALERT;On;Receiver;Off;Off;Off
31315;2,4224966;ALERT;On;Receiver;Off;Off;Off
31316;2,4224966;ALERT;On;Receiver;Off;Off;Off
31317;2,4224966;ALERT;On;Receiver;Off;Off;Off
31318;2,4224966;ALERT;On;Receiver;Off;Off;Off
31319;2,4224966;ALERT;On;Receiver;Off;Off;Off
31320;2,4224966;ALERT;On;Receiver;Off;Off;Off
31321;2,4224966;ALERT;On;Receiver;Off;Off;Off
31322;2,4224966;ALERT;On;Receiver;Off;Off;Off
31323;2,4224966;ALERT;On;Receiver;Off;Off;Off
31324;2,4224966;ALERT;On;Receiver;Off;Off;Off
31325;2,4224966;ALERT;On;Receiver;Off;Off;Off
31326;2,4224966;ALERT;On;Receiver;Off;Off;Off
31327;2,4224966;ALERT;On;Receiver;Off;Off;Off
31328;2,4224966;ALERT;On;Receiver;Off;Off;Off
31329;2,4224966;ALERT;On;Receiver;Off;Off;Off
31330;2,4224966;ALERT;On;Receiver;Off;Off;Off
31331;2,4224966;ALERT;On;Receiver;Off;Off;Off
31332;2,4224966;ALERT;On;Receiver;Off;Off;Off
31333;2,4224966;ALERT;On;Receiver;Off;Off;Off
31334;2,4224966;ALERT;On;Receiver;Off;Off;Off
31335;2,4224966;ALERT;On;Receiver;Off;Off;Off
31336;2,4224966;ALERT;On;Receiver;Off;Off;Off
31337;2,4224966;ALERT;On;Receiver;Off;Off;Off
31338;2,4224966;ALERT;On;Receiver;Off;Off;Off
31339;2,4224966;ALERT;On;Receiver;Off;Off;Off
31340;2,4224966;ALERT;On;Receiver;Off;Off;Off
31341;2,4224966;ALERT;On;Receiver;Off;Off;Off
31342;2,4224966;ALERT;On;Receiver;Off;Off;Off
31343;2,4224966;ALERT;On;Receiver;Off;Off;Off
31344;2,4224966;ALERT;On;Receiver;Off;Off;Off
31345;2,4224966;ALERT;On;Receiver;Off;Off;Off
31346;2,4224966;ALERT;On;Receiver;Off;Off;Off
31347;2,4224966;ALERT;On;Receiver;Off;Off;Off
31348;2,4224966;ALERT;On;Receiver;Off;Off;Off
31349;2,4224966;ALERT;On;Receiver;Off;Off;Off
31350;2,4224966;ALERT;On;Receiver;Off;Off;Off
31351;2,4224966;ALERT;On;Receiver;Off;Off;Off
31352;2,4224966;ALERT;On;Receiver;Off;Off;Off
31353;2,4224966;ALERT;On;Receiver;Off;Off;Off
31354;2,4224966;ALERT;On;Receiver;Off;Off;Off
31355;2,4224966;ALERT;On;Receiver;Off;Off;Off
31356;2,4224966;ALERT;On;Receiver;Off;Off;Off
31357;2,4224966;ALERT;On;Receiver;Off;Off;Off
31358;2,4224966;ALERT;On;Receiver;Off;Off;Off
31359;2,4224966;ALERT;On;Receiver;Off;Off;Off
31360;2,4224966;ALERT;On;Receiver;Off;Off;Off
31361;2,4224966;ALERT;On;Receiver;Off;Off;Off
31362;2,4224966;ALERT;On;Receiver;Off;Off;Off
31363;2,4224966;ALERT;On;Receiver;Off;Off;Off
31364;2,4224966;ALERT;On;Receiver;Off;Off;Off
31365;2,4224966;ALERT;On;Receiver;Off;Off;Off
31366;2,4224966;ALERT;On;Receiver;Off;Off;Off
31367;2,4224966;ALERT;On;Receiver;Off;Off;Off
31368;2,4224966;ALERT;On;Receiver;Off;Off;Off
31369;2,4224966;ALERT;On;Receiver;Off;Off;Off
31370;2,4224966;ALERT;On;Receiver;Off;Off;Off
31371;2,4224966;ALERT;On;Receiver;Off;Off;Off
31372;2,4224966;ALERT;On;Receiver;Off;Off;Off
31373;2,4224966;ALERT;On;Receiver;Off;Off;Off
31374;2,4224966;ALERT;On;Receiver;Off;Off;Off
31375;2,4224966;ALERT;On;Receiver;Off;Off;Off
31376;2,4224966;ALERT;On;Receiver;Off;Off;Off
31377;2,4224966;ALERT;On;Receiver;Off;Off;Off
31378;2,4224966;ALERT;On;Receiver;Off;Off;Off
31379;2,4224966;ALERT;On;Receiver;Off;Off;Off
31380;2,4224966;ALERT;On;Receiver;Off;Off;Off
31381;2,4224966;ALERT;On;Receiver;Off;Off;Off
31382;2,4224966;ALERT;On;Receiver;Off;Off;Off
31383;2,4224966;ALERT;On;Receiver;Off;Off;Off
31384;2,4224966;ALERT;On;Receiver;Off;Off;Off
31385;2,4224966;ALERT;On;Receiver;Off;Off;Off
31386;2,4224966;ALERT;On;Receiver;Off;Off;Off
31387;2,4224966;ALERT;On;Receiver;Off;Off;Off
31388;2,4224966;ALERT;On;Receiver;Off;Off;Off
31389;2,4224966;ALERT;On;Receiver;Off;Off;Off
31390;2,4224966;ALERT;On;Receiver;Off;Off;Off
31391;2,4224966;ALERT;On;Receiver;Off;Off;Off
31392;2,4224966;ALERT;On;Receiver;Off;Off;Off
31393;2,4224966;ALERT;On;Receiver;Off;Off;Off
31394;2,4224966;ALERT;On;Receiver;Off;Off;Off
31395;2,4224966;ALERT;On;Receiver;Off;Off;Off
31396;2,4224966;ALERT;On;Receiver;Off;Off;Off
31397;2,4224966;ALERT;On;Receiver;Off;Off;Off
31398;2,4224966;ALERT;On;Receiver;Off;Off;Off
31399;2,4224966;ALERT;On;Receiver;Off;Off;Off
31400;2,4224966;ALERT;On;Receiver;Off;Off;Off
31401;2,4224966;ALERT;On;Receiver;Off;Off;Off
31402;2,4224966;ALERT;On;Receiver;Off;Off;Off
31403;2,4224966;ALERT;On;Receiver;Off;Off;Off
31404;2,4224966;ALERT;On;Receiver;Off;Off;Off
31405;2,4224966;ALERT;On;Receiver;Off;Off;Off
31406;2,4224966;ALERT;On;Receiver;Off;Off;Off
31407;2,4224966;ALERT;On;Receiver;Off;Off;Off
31408;2,4224966;ALERT;On;Receiver;Off;Off;Off
