time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
6011;19,22316;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6012;19,222925;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6013;19,222692;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6014;19,222458;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6015;19,222225;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6016;19,22199;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6017;19,221756;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6018;19,221523;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6019;19,221289;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6020;19,221054;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6021;19,220821;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6022;19,220587;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6023;19,220354;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6024;19,22012;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6025;19,219885;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6026;19,219652;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6027;19,219418;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6028;19,219183;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6029;19,21895;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6030;19,218716;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6031;19,218483;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6032;19,218248;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6033;19,218014;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6034;19,217781;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6035;19,217546;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6036;19,217312;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6037;19,21708;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6038;19,216845;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6039;19,216612;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6040;19,216377;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6041;19,216143;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6042;19,21591;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6043;19,215675;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6044;19,21544;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6045;19,215208;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6046;19,214973;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6047;19,21474;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6048;19,214506;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6049;19,214272;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6050;19,214039;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6051;19,213804;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6052;19,21357;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6053;19,213337;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6054;19,213102;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6055;19,21287;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6056;19,212635;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6057;19,2124;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6058;19,212168;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6059;19,211933;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6060;19,211699;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6061;19,211466;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6062;19,211231;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6063;19,210999;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6064;19,210764;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6065;19,21053;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6066;19,210297;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6067;19,210062;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6068;19,209827;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6069;19,209595;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6070;19,20936;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6071;19,209127;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6072;19,208893;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6073;19,208658;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6074;19,208426;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6075;19,20819;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6076;19,207956;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6077;19,207724;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6078;19,207489;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6079;19,207256;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6080;19,207022;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6081;19,206787;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6082;19,206554;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6083;19,20632;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6084;19,206085;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6085;19,205853;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6086;19,205618;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6087;19,205385;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6088;19,20515;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6089;19,204916;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6090;19,204683;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6091;19,204449;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6092;19,204214;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6093;19,203981;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6094;19,203747;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6095;19,203514;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6096;19,20328;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6097;19,203045;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6098;19,202812;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6099;19,202578;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6100;19,202343;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6101;19,20211;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6102;19,201876;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6103;19,201643;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6104;19,201408;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6105;19,201174;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6106;19,200941;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6107;19,200706;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6108;19,200472;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6109;19,20024;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6110;19,200005;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6111;19,199772;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6112;19,199537;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6113;19,199303;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6114;19,19907;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6115;19,198835;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6116;19,1986;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6117;19,198368;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6118;19,198133;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6119;19,1979;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6120;19,197666;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6121;19,197432;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6122;19,197199;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6123;19,196964;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6124;19,19673;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6125;19,196497;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6126;19,196262;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6127;19,19603;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6128;19,195795;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6129;19,19556;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6130;19,195328;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6131;19,195093;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6132;19,194859;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6133;19,194626;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6134;19,194391;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6135;19,194159;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6136;19,193924;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6137;19,19369;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6138;19,193457;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6139;19,193222;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6140;19,192987;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6141;19,192755;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6142;19,19252;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6143;19,192287;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6144;19,192053;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6145;19,191818;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6146;19,191586;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6147;19,19135;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6148;19,191116;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6149;19,190884;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6150;19,190649;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6151;19,190416;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6152;19,190182;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6153;19,189947;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6154;19,189714;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6155;19,18948;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6156;19,189245;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6157;19,189013;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6158;19,188778;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6159;19,188545;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6160;19,18831;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6161;19,188076;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6162;19,187843;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6163;19,187609;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6164;19,187374;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6165;19,187141;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6166;19,186907;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6167;19,186674;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6168;19,18644;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6169;19,186205;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6170;19,185972;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6171;19,185738;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6172;19,185503;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6173;19,18527;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6174;19,185036;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6175;19,184803;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6176;19,184568;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6177;19,184334;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6178;19,184101;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6179;19,183867;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6180;19,183632;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6181;19,1834;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6182;19,183165;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6183;19,182932;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6184;19,182697;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6185;19,182463;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6186;19,18223;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6187;19,181995;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6188;19,18176;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6189;19,181528;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6190;19,181293;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6191;19,18106;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6192;19,180826;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6193;19,180592;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6194;19,180359;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6195;19,180124;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6196;19,17989;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6197;19,179657;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6198;19,179422;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6199;19,17919;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6200;19,178955;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6201;19,17872;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6202;19,178488;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6203;19,178253;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6204;19,178019;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6205;19,177786;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6206;19,177551;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6207;19,177319;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6208;19,177084;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6209;19,17685;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6210;19,176617;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6211;19,176382;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6212;19,176147;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6213;19,175915;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6214;19,17568;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6215;19,175447;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6216;19,175213;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6217;19,174978;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6218;19,174746;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6219;19,174511;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6220;19,174276;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6221;19,174044;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6222;19,17381;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6223;19,173576;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6224;19,173342;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6225;19,173107;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6226;19,172874;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6227;19,17264;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6228;19,172405;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6229;19,172173;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6230;19,171938;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6231;19,171705;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6232;19,17147;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6233;19,171236;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6234;19,171003;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6235;19,170769;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6236;19,170534;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6237;19,170301;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6238;19,170067;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6239;19,169834;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6240;19,1696;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6241;19,169365;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6242;19,169132;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6243;19,168898;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6244;19,168663;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6245;19,16843;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6246;19,168196;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6247;19,167963;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6248;19,167728;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6249;19,167494;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6250;19,167261;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6251;19,167027;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6252;19,166792;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6253;19,16656;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6254;19,166325;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6255;19,166092;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6256;19,165857;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6257;19,165623;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6258;19,16539;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6259;19,165155;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6260;19,16492;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6261;19,164688;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6262;19,164454;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6263;19,16422;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6264;19,163986;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6265;19,163752;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6266;19,163519;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6267;19,163284;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6268;19,16305;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6269;19,162817;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6270;19,162582;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6271;19,16235;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6272;19,162115;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6273;19,16188;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6274;19,161648;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6275;19,161413;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6276;19,161179;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6277;19,160946;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6278;19,160711;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6279;19,160479;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6280;19,160244;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6281;19,16001;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6282;19,159777;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6283;19,159542;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6284;19,159307;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6285;19,159075;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6286;19,15884;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6287;19,158607;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6288;19,158373;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6289;19,158138;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6290;19,157906;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6291;19,157671;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6292;19,157436;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6293;19,157204;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6294;19,15697;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6295;19,156736;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6296;19,156502;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6297;19,156267;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6298;19,156034;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6299;19,1558;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6300;19,155565;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6301;19,155333;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6302;19,155098;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6303;19,154865;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6304;19,15463;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6305;19,154396;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6306;19,154163;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6307;19,153929;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6308;19,153694;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6309;19,153461;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6310;19,153227;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6311;19,152994;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6312;19,15276;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6313;19,152525;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6314;19,152292;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6315;19,152058;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6316;19,151823;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6317;19,15159;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6318;19,151356;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6319;19,151123;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6320;19,150888;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6321;19,150654;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6322;19,150421;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6323;19,150187;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6324;19,149952;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6325;19,14972;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6326;19,149485;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6327;19,149252;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6328;19,149017;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6329;19,148783;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6330;19,14855;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6331;19,148315;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6332;19,14808;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6333;19,147848;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6334;19,147614;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6335;19,14738;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6336;19,147146;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6337;19,146912;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6338;19,146679;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6339;19,146444;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6340;19,14621;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6341;19,145977;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6342;19,145742;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6343;19,14551;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6344;19,145275;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6345;19,14504;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6346;19,144808;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6347;19,144573;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6348;19,144339;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6349;19,144106;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6350;19,143871;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6351;19,143639;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6352;19,143404;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6353;19,14317;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6354;19,142937;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6355;19,142702;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6356;19,142467;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6357;19,142235;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6358;19,142;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6359;19,141768;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6360;19,141533;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6361;19,141298;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6362;19,141066;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6363;19,140831;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6364;19,140596;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6365;19,140364;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6366;19,14013;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6367;19,139896;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6368;19,139662;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
