time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
5646;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5647;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5648;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5649;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5650;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5651;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5652;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5653;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5654;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5655;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5656;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5657;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5658;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5659;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5660;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5661;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5662;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5663;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5664;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5665;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5666;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5667;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5668;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5669;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5670;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5671;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5672;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5673;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5674;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5675;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5676;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5677;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5678;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5679;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5680;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5681;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5682;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5683;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5684;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5685;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5686;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5687;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5688;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5689;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5690;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5691;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5692;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5693;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5694;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5695;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5696;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5697;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5698;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5699;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5700;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5701;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5702;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5703;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5704;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5705;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5706;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5707;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5708;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5709;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5710;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5711;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5712;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5713;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5714;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5715;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5716;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5717;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5718;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5719;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5720;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5721;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5722;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5723;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5724;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5725;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5726;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5727;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5728;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5729;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5730;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5731;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5732;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5733;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5734;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5735;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5736;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5737;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5738;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5739;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5740;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5741;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5742;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5743;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5744;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5745;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5746;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5747;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5748;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5749;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5750;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5751;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5752;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5753;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5754;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5755;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5756;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5757;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5758;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5759;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5760;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5761;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5762;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5763;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5764;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5765;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5766;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5767;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5768;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5769;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5770;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5771;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5772;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5773;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5774;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5775;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5776;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5777;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5778;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5779;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5780;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5781;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5782;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5783;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5784;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5785;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5786;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5787;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5788;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5789;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5790;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5791;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5792;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5793;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5794;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5795;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5796;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5797;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5798;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5799;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5800;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5801;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5802;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5803;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5804;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5805;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5806;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5807;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5808;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5809;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5810;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5811;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5812;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5813;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5814;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5815;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5816;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5817;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5818;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5819;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5820;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5821;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5822;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5823;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5824;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5825;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5826;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5827;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5828;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5829;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5830;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5831;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5832;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5833;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5834;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5835;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5836;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5837;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5838;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5839;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5840;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5841;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5842;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5843;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5844;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5845;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5846;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5847;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5848;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5849;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5850;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5851;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5852;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5853;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5854;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5855;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5856;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5857;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5858;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5859;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5860;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5861;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5862;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5863;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5864;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5865;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5866;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5867;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5868;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5869;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5870;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5871;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5872;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5873;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5874;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5875;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5876;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5877;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5878;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5879;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5880;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5881;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5882;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5883;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5884;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5885;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5886;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5887;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5888;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5889;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5890;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5891;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5892;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5893;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5894;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5895;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5896;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5897;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5898;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5899;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5900;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5901;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5902;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5903;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5904;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5905;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5906;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5907;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5908;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5909;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5910;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5911;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5912;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5913;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5914;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5915;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5916;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5917;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5918;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5919;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5920;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5921;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5922;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5923;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5924;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5925;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5926;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5927;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5928;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5929;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5930;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5931;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5932;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5933;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5934;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5935;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5936;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5937;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5938;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5939;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5940;19,239765;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
5941;19,239532;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5942;19,239298;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5943;19,239065;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5944;19,23883;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5945;19,238596;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5946;19,238363;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5947;19,238129;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5948;19,237894;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5949;19,237661;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5950;19,237427;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5951;19,237194;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5952;19,23696;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5953;19,236725;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5954;19,236492;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5955;19,236258;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5956;19,236023;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5957;19,23579;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5958;19,235556;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5959;19,235323;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5960;19,235088;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5961;19,234854;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5962;19,234621;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5963;19,234386;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5964;19,234152;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5965;19,23392;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5966;19,233685;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5967;19,233452;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5968;19,233217;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5969;19,232983;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5970;19,23275;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5971;19,232515;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5972;19,23228;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5973;19,232048;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5974;19,231813;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5975;19,23158;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5976;19,231346;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5977;19,231112;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5978;19,230879;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5979;19,230644;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5980;19,23041;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5981;19,230177;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5982;19,229942;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5983;19,22971;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5984;19,229475;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5985;19,22924;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5986;19,229008;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5987;19,228773;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5988;19,228539;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5989;19,228306;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5990;19,228071;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5991;19,227839;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5992;19,227604;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5993;19,22737;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5994;19,227137;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5995;19,226902;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5996;19,226667;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5997;19,226435;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5998;19,2262;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
5999;19,225967;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6000;19,225733;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6001;19,225498;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6002;19,225266;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6003;19,22503;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6004;19,224796;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6005;19,224564;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6006;19,224329;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6007;19,224096;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6008;19,223862;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6009;19,223627;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
6010;19,223394;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
